date,txVolume(USD),txCount,marketcap(USD),price(USD),exchangeVolume(USD),generatedCoins,fees,activeAddresses
2/5/2018,12235146915.00,216178,139325000000.00,8270.54,9285290000,2312,173.7675,null
2/6/2018,10209584542.70,243950,118810000000.00,7051.75,13999800000,2125,164.2700,null
2/7/2018,7383538359.06,213578,130683000000.00,7755.49,9169280000,1763,123.5211,null
2/8/2018,7389507379.63,173158,128714000000.00,7637.86,9346750000,1638,87.9850,null
2/9/2018,7502707124.25,177725,139412000000.00,8271.84,6784820000,1688,88.3643,null
2/10/2018,11259806018.80,181640,146981000000.00,8720.08,7780960000,1788,88.7957,null
2/11/2018,9520593484.72,147057,145245000000.00,8616.13,6122190000,1888,61.9646,null
2/12/2018,11113984444.60,186752,137258000000.00,8141.43,6256440000,2075,69.9697,null
2/13/2018,8924752164.74,182820,150516000000.00,8926.72,5696720000,2050,68.5733,null
2/14/2018,9585133737.85,196238,145023000000.00,8599.92,7909820000,2238,63.7585,null
2/15/2018,9046158952.15,198052,160025000000.00,9488.32,9062540000,1638,64.0801,null
2/16/2018,6879188520.01,187581,170960000000.00,10135.70,7296160000,1963,58.2571,null
2/17/2018,11315638699.90,173640,172191000000.00,10207.50,8660880000,1863,48.6388,null
2/18/2018,14588036498.50,159333,187663000000.00,11123.40,8744010000,2025,44.5833,null
2/19/2018,15274937955.00,187205,178055000000.00,10552.60,7652090000,2025,50.9081,null
2/20/2018,11256696602.20,198314,189536000000.00,11231.80,9926540000,1763,52.2307,null
2/21/2018,12215613119.10,205032,191927000000.00,11372.20,9405340000,2113,40.6826,null
2/22/2018,12015582851.90,183086,179936000000.00,10660.40,8040080000,1863,37.6022,null
2/23/2018,7347626606.17,185045,167746000000.00,9937.07,7739500000,1850,73.9481,null
2/24/2018,6208455871.27,154389,173682000000.00,10287.70,6917930000,1813,96.1077,null
2/25/2018,4384695642.10,144698,165407000000.00,9796.42,5706940000,2138,41.4406,null
2/26/2018,6386756346.89,186333,163283000000.00,9669.43,7287690000,1763,46.1904,null
2/27/2018,7116756940.12,219464,175536000000.00,10393.90,6966180000,2000,50.5458,null
2/28/2018,9233137526.80,189068,180510000000.00,10687.20,6936190000,1937,51.2991,null
3/1/2018,9757408493.77,233579,175427000000.00,10385.00,7317280000,2063,52.0557,null
3/2/2018,7917264412.99,194917,185456000000.00,10977.40,7620590000,1950,42.0138,null
3/3/2018,6657283230.66,176844,187581000000.00,11101.90,6690570000,2250,37.9638,null
3/4/2018,5268982642.49,160083,194289000000.00,11497.40,6084150000,1850,33.4659,null
3/5/2018,8062165666.72,201289,194903000000.00,11532.40,6468540000,1863,44.5314,null
3/6/2018,7260012004.65,205860,194378000000.00,11500.10,6832170000,1950,37.2400,null
3/7/2018,7144578485.21,213821,182631000000.00,10803.90,8797910000,1963,34.8377,null
3/8/2018,7230854770.82,196260,168241000000.00,9951.44,7186090000,2025,35.6308,null
3/9/2018,7513778455.80,198034,159185000000.00,9414.69,8704190000,1825,34.8459,null
3/10/2018,4169223799.16,156088,158119000000.00,9350.59,5386320000,1750,40.2732,null
3/11/2018,4125518664.93,150731,149716000000.00,8852.78,6296370000,1913,39.6104,null
3/12/2018,6416998188.76,188233,162421000000.00,9602.93,6457400000,2013,33.4678,null
3/13/2018,5711389197.11,195982,155168000000.00,9173.04,5991140000,1975,60.6763,null
3/14/2018,6195101928.36,190898,155891000000.00,9214.65,6438230000,1800,37.0404,null
3/15/2018,6800060235.42,206042,140275000000.00,8290.76,6834430000,1800,36.6462,null
3/16/2018,4971515727.60,186823,140834000000.00,8322.91,5289380000,1950,29.6518,null
3/17/2018,3413899966.54,154347,140834000000.00,8321.91,4426150000,1863,21.5154,null
3/18/2018,3900493413.30,164250,133547000000.00,7890.52,6639190000,1888,25.3329,null
3/19/2018,5371659508.35,191373,141240000000.00,8344.12,6729110000,1938,30.7806,null
3/20/2018,5042975777.59,195041,145922000000.00,8619.67,6361790000,1588,31.3791,null
3/21/2018,6020064793.42,194694,151316000000.00,8937.48,6043130000,1900,31.0253,null
3/22/2018,5156476493.57,185044,151366000000.00,8939.44,5530390000,1788,27.7248,null
3/23/2018,5165293489.97,179685,147941000000.00,8736.25,5954120000,1662,26.2577,null
3/24/2018,4266640987.95,156931,150762000000.00,8901.95,5664600000,1950,21.7650,null
3/25/2018,5402066610.18,135139,145882000000.00,8612.81,4569880000,1688,20.2315,null
3/26/2018,6203275507.24,187700,143960000000.00,8498.47,5921040000,1875,26.9851,null
3/27/2018,5969723258.41,186913,138919000000.00,8200.00,5378250000,1900,27.5103,null
3/28/2018,5267277711.37,177386,132781000000.00,7836.83,4935290000,1688,24.0927,null
3/29/2018,4954102781.62,192259,135205000000.00,7979.07,6361230000,1900,27.2012,null
3/30/2018,5652727051.55,185778,121534000000.00,7171.45,6289510000,2025,25.7647,null
3/31/2018,3370052456.00,148489,116820000000.00,6892.48,4553270000,1600,20.0745,null
4/1/2018,3681134051.44,134967,118705000000.00,7003.06,4532100000,2025,18.2818,null
4/2/2018,5878174748.47,168022,116037000000.00,6844.86,4333440000,1950,21.3925,null
4/3/2018,6956277297.51,198756,120415000000.00,7102.26,5499700000,2038,25.1293,null
4/4/2018,5007761969.77,185563,126434000000.00,7456.41,4936000000,1838,24.8190,null
4/5/2018,4414602331.10,181676,116142000000.00,6848.65,5639320000,1950,24.4629,null
4/6/2018,4827412755.92,172751,115601000000.00,6815.96,3766810000,1725,34.5314,null
4/7/2018,3342811091.81,154459,112467000000.00,6630.51,3976610000,2250,27.1656,null
4/8/2018,3004166412.49,138374,117392000000.00,6919.98,3652500000,2013,21.0173,null
4/9/2018,5215601800.04,176416,119516000000.00,7044.32,4894060000,1838,22.4241,null
4/10/2018,4659018324.65,186251,115306000000.00,6795.44,4272750000,2050,22.9885,null
4/11/2018,4702472016.04,183087,116126000000.00,6843.47,4641890000,2013,22.7535,null
4/12/2018,5921845505.59,210725,118048000000.00,6955.38,8906250000,1925,35.7092,null
4/13/2018,6542683257.78,217117,134114000000.00,7901.09,7764460000,2063,36.3634,null
4/14/2018,3465356443.12,161706,133682000000.00,7874.67,5191430000,1713,23.7594,null
4/15/2018,4083994981.96,173868,135812000000.00,7999.33,5244480000,2038,24.3050,null
4/16/2018,8443965650.96,195965,141571000000.00,8337.57,5631310000,1763,25.7306,null
4/17/2018,6947501938.68,201658,137070000000.00,8071.66,6900880000,2025,26.1371,null
4/18/2018,6834032666.41,200580,134926000000.00,7944.43,6529910000,2000,25.3180,null
4/19/2018,7905684324.84,213345,138591000000.00,8159.27,7063210000,2225,27.6723,null
4/20/2018,8452039163.58,207640,140777000000.00,8286.88,8438110000,1713,29.0230,null
4/21/2018,5336340581.42,193816,150337000000.00,8848.79,7548550000,1988,28.4059,null
4/22/2018,4959900179.23,171710,151651000000.00,8925.06,6629900000,2000,21.7395,null
4/23/2018,6473371463.94,226200,149448000000.00,8794.39,6925190000,1913,29.1338,null
4/24/2018,8548462178.25,254334,151844000000.00,8934.34,10678800000,1988,65.4109,null
4/25/2018,9533897982.99,213032,164893000000.00,9701.03,11083100000,1538,91.7324,null
4/26/2018,6498903625.64,216591,150736000000.00,8867.32,8970560000,1763,67.5883,null
